0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
203.0,38.0,50.0,32.0,281.0,61.0,26.0,62.0,1.0,3.0,47.0,7.0,86.0,0.0,62.0,22.0,37.0,79.0,15.0,11.0,43.0
430.0,125.0,131.0,83.0,484.0,88.0,83.0,324.0,7.0,15.0,51.0,41.0,181.0,8.0,144.0,52.0,111.0,243.0,72.0,65.0,147.0
31.0,14.0,3.0,8.0,35.0,21.0,0.0,25.0,0.0,7.0,6.0,0.0,10.0,0.0,13.0,3.0,8.0,10.0,0.0,2.0,6.0
52.0,47.0,22.0,16.0,69.0,11.0,7.0,15.0,3.0,0.0,5.0,0.0,13.0,0.0,9.0,3.0,5.0,9.0,0.0,20.0,32.0
104.0,81.0,42.0,21.0,111.0,9.0,34.0,86.0,0.0,12.0,39.0,22.0,38.0,51.0,44.0,4.0,38.0,68.0,3.0,9.0,39.0
36.0,34.0,17.0,15.0,75.0,13.0,10.0,44.0,0.0,5.0,2.0,5.0,21.0,4.0,22.0,0.0,23.0,15.0,0.0,1.0,15.0
9.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,1.0
69.0,17.0,19.0,10.0,84.0,9.0,15.0,62.0,2.0,0.0,16.0,8.0,44.0,6.0,35.0,8.0,27.0,34.0,7.0,5.0,31.0
22.0,7.0,8.0,5.0,15.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,9.0,0.0,7.0,4.0,18.0,0.0,4.0,3.0,13.0
48.0,10.0,2.0,8.0,16.0,4.0,2.0,16.0,0.0,3.0,0.0,4.0,0.0,0.0,4.0,4.0,21.0,3.0,0.0,2.0,16.0
42.0,27.0,6.0,18.0,33.0,9.0,10.0,34.0,0.0,7.0,5.0,3.0,17.0,7.0,16.0,4.0,32.0,9.0,2.0,6.0,10.0
31.0,31.0,10.0,4.0,17.0,0.0,10.0,28.0,0.0,0.0,0.0,4.0,12.0,3.0,5.0,9.0,7.0,7.0,0.0,0.0,21.0
94.0,35.0,12.0,14.0,86.0,8.0,20.0,47.0,0.0,8.0,3.0,17.0,14.0,3.0,26.0,16.0,16.0,29.0,8.0,13.0,56.0
45.0,69.0,33.0,13.0,18.0,0.0,17.0,25.0,0.0,0.0,0.0,8.0,7.0,12.0,19.0,12.0,11.0,10.0,0.0,4.0,42.0
16.0,21.0,7.0,6.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,12.0,3.0,4.0,0.0,4.0
7.0,27.0,9.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,5.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0
74.0,97.0,72.0,20.0,53.0,5.0,28.0,70.0,0.0,11.0,8.0,8.0,46.0,16.0,29.0,21.0,13.0,18.0,8.0,15.0,48.0
91.0,61.0,20.0,15.0,123.0,8.0,49.0,108.0,8.0,11.0,16.0,14.0,35.0,13.0,46.0,25.0,50.0,61.0,6.0,6.0,35.0
34.0,14.0,1.0,0.0,15.0,3.0,12.0,14.0,3.0,10.0,19.0,0.0,0.0,2.0,11.0,0.0,2.0,14.0,2.0,5.0,7.0
98.0,28.0,28.0,13.0,122.0,13.0,16.0,32.0,0.0,7.0,28.0,10.0,46.0,0.0,34.0,8.0,18.0,20.0,8.0,14.0,22.0
89.0,26.0,40.0,27.0,112.0,28.0,18.0,67.0,2.0,11.0,17.0,15.0,37.0,3.0,48.0,9.0,30.0,52.0,7.0,15.0,51.0
4.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0
37.0,21.0,12.0,1.0,19.0,3.0,4.0,21.0,0.0,5.0,0.0,4.0,6.0,0.0,13.0,3.0,19.0,12.0,1.0,6.0,19.0
32.0,9.0,12.0,7.0,29.0,16.0,0.0,9.0,0.0,4.0,0.0,4.0,17.0,0.0,6.0,0.0,13.0,16.0,6.0,5.0,14.0
78.0,57.0,28.0,28.0,125.0,28.0,42.0,71.0,5.0,4.0,3.0,6.0,17.0,0.0,49.0,8.0,28.0,21.0,4.0,12.0,64.0
230.0,96.0,61.0,57.0,256.0,53.0,49.0,218.0,3.0,20.0,47.0,39.0,117.0,12.0,121.0,39.0,95.0,204.0,23.0,23.0,72.0
14.0,9.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,11.0
12.0,12.0,9.0,5.0,44.0,5.0,8.0,11.0,0.0,0.0,9.0,5.0,0.0,0.0,3.0,6.0,6.0,14.0,0.0,0.0,16.0
2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,2.0
43.0,16.0,7.0,7.0,11.0,0.0,18.0,17.0,0.0,3.0,0.0,0.0,4.0,4.0,6.0,0.0,4.0,7.0,6.0,3.0,17.0
59.0,34.0,24.0,25.0,36.0,3.0,15.0,55.0,0.0,0.0,0.0,9.0,12.0,5.0,28.0,12.0,27.0,12.0,4.0,3.0,29.0
172.0,66.0,91.0,27.0,195.0,23.0,15.0,41.0,0.0,5.0,16.0,14.0,53.0,5.0,35.0,28.0,35.0,37.0,4.0,23.0,94.0
11.0,2.0,9.0,7.0,21.0,4.0,0.0,4.0,0.0,0.0,12.0,1.0,0.0,2.0,9.0,0.0,4.0,5.0,5.0,0.0,13.0
20.0,5.0,6.0,2.0,12.0,0.0,0.0,15.0,4.0,0.0,0.0,2.0,0.0,3.0,9.0,0.0,13.0,3.0,3.0,1.0,8.0
275.0,158.0,90.0,69.0,525.0,81.0,101.0,189.0,4.0,30.0,152.0,28.0,135.0,0.0,104.0,32.0,75.0,154.0,45.0,45.0,113.0
141.0,163.0,70.0,56.0,106.0,20.0,86.0,177.0,3.0,31.0,0.0,15.0,60.0,28.0,84.0,24.0,60.0,54.0,4.0,22.0,47.0
4.0,7.0,4.0,5.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,10.0
108.0,70.0,62.0,21.0,122.0,22.0,22.0,47.0,7.0,16.0,58.0,5.0,25.0,5.0,29.0,6.0,30.0,63.0,6.0,17.0,65.0
6.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
1155.0,765.0,396.0,249.0,1640.0,215.0,417.0,1204.0,22.0,79.0,248.0,198.0,712.0,188.0,528.0,260.0,434.0,920.0,144.0,129.0,443.0
628.0,467.0,305.0,170.0,671.0,94.0,176.0,557.0,5.0,32.0,57.0,124.0,314.0,95.0,269.0,137.0,218.0,328.0,60.0,95.0,386.0
268.0,126.0,104.0,63.0,382.0,65.0,71.0,138.0,12.0,4.0,43.0,24.0,147.0,10.0,94.0,47.0,63.0,140.0,24.0,46.0,92.0
24.0,18.0,3.0,6.0,33.0,0.0,12.0,13.0,0.0,0.0,5.0,3.0,3.0,5.0,3.0,0.0,3.0,6.0,3.0,0.0,18.0
8.0,3.0,2.0,0.0,4.0,0.0,3.0,4.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
19.0,35.0,18.0,0.0,14.0,0.0,0.0,7.0,0.0,0.0,0.0,4.0,7.0,10.0,0.0,0.0,13.0,9.0,1.0,4.0,27.0
37.0,7.0,21.0,11.0,59.0,15.0,0.0,23.0,0.0,0.0,5.0,3.0,15.0,0.0,22.0,8.0,15.0,4.0,3.0,6.0,33.0
24.0,24.0,3.0,16.0,45.0,6.0,9.0,22.0,3.0,5.0,0.0,0.0,6.0,0.0,11.0,0.0,10.0,8.0,3.0,6.0,8.0
4.0,0.0,1.0,0.0,8.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
27.0,12.0,33.0,0.0,9.0,3.0,0.0,31.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,4.0,0.0,0.0,15.0
85.0,24.0,35.0,29.0,95.0,27.0,24.0,69.0,0.0,6.0,2.0,5.0,9.0,0.0,21.0,0.0,13.0,36.0,10.0,6.0,41.0
88.0,57.0,33.0,14.0,83.0,5.0,20.0,30.0,0.0,0.0,0.0,5.0,4.0,0.0,20.0,20.0,11.0,13.0,0.0,6.0,36.0
10.0,0.0,3.0,0.0,6.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,7.0,5.0,0.0,0.0,3.0
185.0,132.0,116.0,35.0,140.0,21.0,35.0,74.0,5.0,8.0,20.0,30.0,57.0,0.0,55.0,42.0,52.0,63.0,0.0,24.0,125.0
14.0,4.0,7.0,7.0,44.0,4.0,7.0,19.0,0.0,0.0,20.0,8.0,9.0,0.0,7.0,3.0,5.0,15.0,1.0,8.0,15.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,13.0
4.0,4.0,3.0,4.0,6.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,5.0
0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.0,2.0,0.0,10.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,3.0,3.0,0.0,5.0,3.0,0.0,3.0,3.0
28.0,12.0,5.0,13.0,31.0,0.0,13.0,33.0,0.0,0.0,0.0,0.0,11.0,1.0,10.0,0.0,16.0,26.0,6.0,7.0,15.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
62.0,20.0,6.0,8.0,72.0,15.0,8.0,47.0,0.0,11.0,15.0,5.0,14.0,0.0,10.0,1.0,25.0,21.0,10.0,7.0,17.0
8.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0
11.0,3.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,5.0,0.0,0.0,1.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64.0,52.0,23.0,21.0,45.0,13.0,11.0,55.0,0.0,17.0,0.0,2.0,18.0,7.0,29.0,6.0,28.0,23.0,0.0,0.0,26.0
322.0,202.0,158.0,104.0,284.0,64.0,118.0,230.0,8.0,60.0,67.0,32.0,80.0,26.0,129.0,56.0,124.0,163.0,30.0,50.0,114.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217.0,141.0,85.0,48.0,156.0,23.0,74.0,161.0,3.0,12.0,12.0,37.0,81.0,28.0,113.0,35.0,77.0,50.0,3.0,22.0,91.0
215.0,30.0,80.0,53.0,252.0,43.0,23.0,99.0,0.0,9.0,39.0,10.0,54.0,2.0,74.0,22.0,25.0,87.0,16.0,24.0,36.0
5.0,6.0,0.0,0.0,3.0,0.0,4.0,2.0,0.0,0.0,11.0,2.0,0.0,0.0,1.0,0.0,14.0,0.0,0.0,1.0,3.0
91.0,26.0,38.0,24.0,113.0,8.0,24.0,79.0,0.0,0.0,3.0,3.0,23.0,8.0,43.0,19.0,23.0,40.0,10.0,11.0,55.0
13.0,2.0,0.0,8.0,8.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,4.0,4.0,2.0,9.0
30.0,5.0,21.0,4.0,11.0,0.0,0.0,15.0,0.0,0.0,3.0,0.0,11.0,2.0,24.0,4.0,7.0,0.0,7.0,5.0,29.0
584.0,475.0,211.0,160.0,679.0,76.0,243.0,568.0,4.0,69.0,157.0,118.0,320.0,89.0,259.0,103.0,216.0,421.0,52.0,53.0,239.0
299.0,208.0,105.0,46.0,205.0,41.0,79.0,210.0,9.0,33.0,13.0,30.0,111.0,20.0,107.0,52.0,103.0,148.0,22.0,15.0,132.0
40.0,11.0,20.0,7.0,20.0,9.0,0.0,12.0,0.0,0.0,1.0,2.0,2.0,0.0,10.0,4.0,13.0,13.0,10.0,5.0,28.0
261.0,128.0,90.0,49.0,362.0,59.0,68.0,189.0,7.0,27.0,100.0,19.0,119.0,11.0,119.0,39.0,89.0,173.0,29.0,35.0,80.0
104.0,61.0,48.0,22.0,50.0,4.0,49.0,77.0,4.0,0.0,4.0,6.0,28.0,21.0,28.0,17.0,25.0,13.0,4.0,12.0,49.0
41.0,36.0,15.0,9.0,20.0,8.0,16.0,22.0,0.0,0.0,0.0,8.0,7.0,4.0,21.0,13.0,12.0,18.0,10.0,14.0,23.0
34.0,10.0,23.0,5.0,28.0,3.0,9.0,31.0,4.0,0.0,0.0,3.0,3.0,0.0,11.0,16.0,11.0,10.0,0.0,4.0,30.0
60.0,34.0,18.0,16.0,104.0,16.0,8.0,38.0,0.0,4.0,21.0,16.0,35.0,8.0,31.0,2.0,13.0,36.0,9.0,14.0,28.0
105.0,32.0,34.0,23.0,143.0,22.0,28.0,55.0,6.0,17.0,72.0,19.0,38.0,3.0,31.0,10.0,21.0,57.0,11.0,8.0,37.0
67.0,29.0,15.0,11.0,49.0,12.0,5.0,26.0,0.0,0.0,0.0,6.0,14.0,0.0,34.0,5.0,16.0,37.0,2.0,7.0,46.0
178.0,78.0,55.0,18.0,193.0,38.0,28.0,115.0,4.0,9.0,65.0,21.0,94.0,11.0,71.0,24.0,56.0,123.0,12.0,25.0,47.0
345.0,254.0,95.0,66.0,442.0,56.0,107.0,345.0,8.0,14.0,48.0,76.0,138.0,35.0,181.0,80.0,138.0,248.0,18.0,15.0,121.0
246.0,182.0,158.0,73.0,227.0,26.0,73.0,162.0,5.0,6.0,14.0,50.0,130.0,30.0,82.0,28.0,105.0,110.0,20.0,42.0,226.0
252.0,97.0,111.0,59.0,363.0,53.0,70.0,201.0,6.0,6.0,17.0,20.0,111.0,0.0,88.0,31.0,76.0,167.0,26.0,27.0,86.0
187.0,166.0,96.0,73.0,125.0,22.0,52.0,118.0,7.0,13.0,12.0,29.0,44.0,37.0,95.0,37.0,72.0,68.0,3.0,6.0,90.0
375.0,153.0,130.0,100.0,469.0,86.0,76.0,386.0,18.0,12.0,78.0,38.0,173.0,22.0,194.0,61.0,134.0,250.0,27.0,47.0,109.0
19.0,1.0,5.0,6.0,34.0,4.0,3.0,6.0,0.0,0.0,4.0,1.0,9.0,0.0,5.0,5.0,9.0,7.0,0.0,17.0,15.0
0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,8.0
144.0,88.0,37.0,26.0,155.0,27.0,52.0,89.0,7.0,21.0,30.0,18.0,54.0,8.0,59.0,21.0,54.0,93.0,21.0,9.0,55.0
36.0,15.0,4.0,7.0,30.0,4.0,9.0,19.0,3.0,10.0,19.0,2.0,9.0,3.0,16.0,0.0,10.0,18.0,1.0,2.0,11.0
142.0,25.0,43.0,14.0,241.0,22.0,15.0,76.0,4.0,7.0,36.0,4.0,66.0,0.0,56.0,25.0,67.0,106.0,7.0,16.0,38.0
